time,geo_value,geo_type,covid,Season,flu,rsv
2021-09-25,West,OH Region,122,2021-2022,NA,NA
2021-09-18,Central,OH Region,89,2021-2022,NA,NA
2021-09-18,East,OH Region,23,2021-2022,NA,NA
2021-09-18,North East,OH Region,1,2021-2022,NA,NA
2021-09-18,North West,OH Region,1,2021-2022,NA,NA
2021-09-18,Ontario,Province,330,2021-2022,NA,NA
2021-09-18,Toronto,OH Region,90,2021-2022,NA,NA
2021-09-18,West,OH Region,125,2021-2022,NA,NA
2021-09-11,Central,OH Region,90,2021-2022,NA,NA
2021-09-11,East,OH Region,25,2021-2022,NA,NA
2021-09-11,North East,OH Region,4,2021-2022,NA,NA
2021-09-11,North West,OH Region,1,2021-2022,NA,NA
2021-09-11,Ontario,Province,365,2021-2022,NA,NA
2021-09-11,Toronto,OH Region,109,2021-2022,NA,NA
2021-09-11,West,OH Region,138,2021-2022,NA,NA
2021-09-04,Central,OH Region,104,2021-2022,NA,NA
2021-09-04,East,OH Region,18,2021-2022,NA,NA
2021-09-04,North East,OH Region,4,2021-2022,NA,NA
2021-09-04,North West,OH Region,1,2021-2022,NA,NA
2021-09-04,Ontario,Province,334,2021-2022,NA,NA
2021-09-04,Toronto,OH Region,86,2021-2022,NA,NA
2021-09-04,West,OH Region,121,2021-2022,NA,NA
2021-08-28,Central,OH Region,94,2020-2021,NA,NA
2021-08-28,East,OH Region,13,2020-2021,NA,NA
2021-08-28,North East,OH Region,6,2020-2021,NA,NA
2021-08-28,North West,OH Region,2,2020-2021,NA,NA
2021-08-28,Ontario,Province,314,2020-2021,NA,NA
2021-08-28,Toronto,OH Region,71,2020-2021,NA,NA
2021-08-28,West,OH Region,118,2020-2021,NA,NA
2021-08-21,Central,OH Region,44,2020-2021,NA,NA
2021-08-21,East,OH Region,12,2020-2021,NA,NA
2021-08-21,North East,OH Region,5,2020-2021,NA,NA
2021-08-21,North West,OH Region,0,2020-2021,NA,NA
2021-08-21,Ontario,Province,205,2020-2021,NA,NA
2021-08-21,Toronto,OH Region,41,2020-2021,NA,NA
2021-08-21,West,OH Region,98,2020-2021,NA,NA
2021-08-14,Central,OH Region,29,2020-2021,NA,NA
2021-08-14,East,OH Region,9,2020-2021,NA,NA
2021-08-14,North East,OH Region,2,2020-2021,NA,NA
2021-08-14,North West,OH Region,1,2020-2021,NA,NA
2021-08-14,Ontario,Province,131,2020-2021,NA,NA
2021-08-14,Toronto,OH Region,27,2020-2021,NA,NA
2021-08-14,West,OH Region,62,2020-2021,NA,NA
2021-08-07,Central,OH Region,28,2020-2021,NA,NA
2021-08-07,East,OH Region,7,2020-2021,NA,NA
2021-08-07,North East,OH Region,3,2020-2021,NA,NA
2021-08-07,North West,OH Region,1,2020-2021,NA,NA
2021-08-07,Ontario,Province,119,2020-2021,NA,NA
2021-08-07,Toronto,OH Region,26,2020-2021,NA,NA
2021-08-07,West,OH Region,53,2020-2021,NA,NA
2021-07-31,Central,OH Region,21,2020-2021,NA,NA
2021-07-31,East,OH Region,11,2020-2021,NA,NA
2021-07-31,North East,OH Region,2,2020-2021,NA,NA
2021-07-31,North West,OH Region,0,2020-2021,NA,NA
2021-07-31,Ontario,Province,112,2020-2021,NA,NA
2021-07-31,Toronto,OH Region,24,2020-2021,NA,NA
2021-07-31,West,OH Region,57,2020-2021,NA,NA
2021-07-24,Central,OH Region,25,2020-2021,NA,NA
2021-07-24,East,OH Region,14,2020-2021,NA,NA
2021-07-24,North East,OH Region,1,2020-2021,NA,NA
2021-07-24,North West,OH Region,1,2020-2021,NA,NA
2021-07-24,Ontario,Province,136,2020-2021,NA,NA
2021-07-24,Toronto,OH Region,31,2020-2021,NA,NA
2021-07-24,West,OH Region,62,2020-2021,NA,NA
2021-07-17,Central,OH Region,32,2020-2021,NA,NA
2021-07-17,East,OH Region,20,2020-2021,NA,NA
2021-07-17,North East,OH Region,2,2020-2021,NA,NA
2021-07-17,North West,OH Region,1,2020-2021,NA,NA
2021-07-17,Ontario,Province,157,2020-2021,NA,NA
2021-07-17,Toronto,OH Region,22,2020-2021,NA,NA
2021-07-17,West,OH Region,82,2020-2021,NA,NA
2021-07-10,Central,OH Region,41,2020-2021,NA,NA
2021-07-10,East,OH Region,21,2020-2021,NA,NA
2021-07-10,North East,OH Region,4,2020-2021,NA,NA
2021-07-10,North West,OH Region,1,2020-2021,NA,NA
2021-07-10,Ontario,Province,184,2020-2021,NA,NA
2021-07-10,Toronto,OH Region,20,2020-2021,NA,NA
2021-07-10,West,OH Region,96,2020-2021,NA,NA
2021-07-03,Central,OH Region,36,2020-2021,NA,NA
2021-07-03,East,OH Region,26,2020-2021,NA,NA
2021-07-03,North East,OH Region,10,2020-2021,NA,NA
2021-07-03,North West,OH Region,3,2020-2021,NA,NA
2021-07-03,Ontario,Province,228,2020-2021,NA,NA
2021-07-03,Toronto,OH Region,28,2020-2021,NA,NA
2021-07-03,West,OH Region,124,2020-2021,NA,NA
2021-06-26,Central,OH Region,49,2020-2021,NA,NA
2021-06-26,East,OH Region,45,2020-2021,NA,NA
2021-06-26,North East,OH Region,14,2020-2021,NA,NA
2021-06-26,North West,OH Region,6,2020-2021,NA,NA
2021-06-26,Ontario,Province,285,2020-2021,NA,NA
2021-06-26,Toronto,OH Region,32,2020-2021,NA,NA
2021-06-26,West,OH Region,138,2020-2021,NA,NA
2021-06-19,Central,OH Region,76,2020-2021,NA,NA
2021-06-19,East,OH Region,58,2020-2021,NA,NA
2021-06-19,North East,OH Region,14,2020-2021,NA,NA
2021-06-19,North West,OH Region,8,2020-2021,NA,NA
2021-06-19,Ontario,Province,375,2020-2021,NA,NA
2021-06-19,Toronto,OH Region,54,2020-2021,NA,NA
2021-06-19,West,OH Region,161,2020-2021,NA,NA
2021-06-12,Central,OH Region,126,2020-2021,NA,NA
2021-06-12,East,OH Region,69,2020-2021,NA,NA
2021-06-12,North East,OH Region,31,2020-2021,NA,NA
2021-06-12,North West,OH Region,12,2020-2021,NA,NA
2021-06-12,Ontario,Province,507,2020-2021,NA,NA
2021-06-12,Toronto,OH Region,120,2020-2021,NA,NA
2021-06-12,West,OH Region,150,2020-2021,NA,NA
2021-06-05,Central,OH Region,181,2020-2021,NA,NA
2021-06-05,East,OH Region,107,2020-2021,NA,NA
2021-06-05,North East,OH Region,27,2020-2021,NA,NA
2021-06-05,North West,OH Region,10,2020-2021,NA,NA
2021-06-05,Ontario,Province,709,2020-2021,NA,NA
2021-06-05,Toronto,OH Region,194,2020-2021,NA,NA
2021-06-05,West,OH Region,181,2020-2021,NA,NA
2021-05-29,Central,OH Region,284,2020-2021,NA,NA
2021-05-29,East,OH Region,148,2020-2021,NA,NA
2021-05-29,North East,OH Region,36,2020-2021,NA,NA
2021-05-29,North West,OH Region,11,2020-2021,NA,NA
2021-05-29,Ontario,Province,1011,2020-2021,NA,NA
2021-05-29,Toronto,OH Region,288,2020-2021,NA,NA
2021-05-29,West,OH Region,238,2020-2021,NA,NA
2021-05-22,Central,OH Region,360,2020-2021,NA,NA
2021-05-22,East,OH Region,210,2020-2021,NA,NA
2021-05-22,North East,OH Region,25,2020-2021,NA,NA
2021-05-22,North West,OH Region,9,2020-2021,NA,NA
2021-05-22,Ontario,Province,1299,2020-2021,NA,NA
2021-05-22,Toronto,OH Region,374,2020-2021,NA,NA
2021-05-22,West,OH Region,310,2020-2021,NA,NA
2021-05-15,Central,OH Region,401,2020-2021,NA,NA
2021-05-15,East,OH Region,256,2020-2021,NA,NA
2021-05-15,North East,OH Region,21,2020-2021,NA,NA
2021-05-15,North West,OH Region,10,2020-2021,NA,NA
2021-05-15,Ontario,Province,1592,2020-2021,NA,NA
2021-05-15,Toronto,OH Region,494,2020-2021,NA,NA
2021-05-15,West,OH Region,392,2020-2021,NA,NA
2021-05-08,Central,OH Region,487,2020-2021,NA,NA
2021-05-08,East,OH Region,309,2020-2021,NA,NA
2021-05-08,North East,OH Region,25,2020-2021,NA,NA
2021-05-08,North West,OH Region,7,2020-2021,NA,NA
2021-05-08,Ontario,Province,1936,2020-2021,NA,NA
2021-05-08,Toronto,OH Region,613,2020-2021,NA,NA
2021-05-08,West,OH Region,486,2020-2021,NA,NA
2021-05-01,Central,OH Region,583,2020-2021,NA,NA
2021-05-01,East,OH Region,363,2020-2021,NA,NA
2021-05-01,North East,OH Region,36,2020-2021,NA,NA
2021-05-01,North West,OH Region,8,2020-2021,NA,NA
2021-05-01,Ontario,Province,2223,2020-2021,NA,NA
2021-05-01,Toronto,OH Region,705,2020-2021,NA,NA
2021-05-01,West,OH Region,519,2020-2021,NA,NA
2021-04-24,Central,OH Region,678,2020-2021,NA,NA
2021-04-24,East,OH Region,336,2020-2021,NA,NA
2021-04-24,North East,OH Region,32,2020-2021,NA,NA
2021-04-24,North West,OH Region,9,2020-2021,NA,NA
2021-04-24,Ontario,Province,2328,2020-2021,NA,NA
2021-04-24,Toronto,OH Region,808,2020-2021,NA,NA
2021-04-24,West,OH Region,459,2020-2021,NA,NA
2021-04-17,Central,OH Region,604,2020-2021,NA,NA
2021-04-17,East,OH Region,304,2020-2021,NA,NA
2021-04-17,North East,OH Region,25,2020-2021,NA,NA
2021-04-17,North West,OH Region,14,2020-2021,NA,NA
2021-04-17,Ontario,Province,2017,2020-2021,NA,NA
2021-04-17,Toronto,OH Region,738,2020-2021,NA,NA
2021-04-17,West,OH Region,328,2020-2021,NA,NA
2021-04-10,Central,OH Region,425,2020-2021,NA,NA
2021-04-10,East,OH Region,241,2020-2021,NA,NA
2021-04-10,North East,OH Region,21,2020-2021,NA,NA
2021-04-10,North West,OH Region,22,2020-2021,NA,NA
2021-04-10,Ontario,Province,1527,2020-2021,NA,NA
2021-04-10,Toronto,OH Region,601,2020-2021,NA,NA
2021-04-10,West,OH Region,211,2020-2021,NA,NA
2021-04-03,Central,OH Region,333,2020-2021,NA,NA
2021-04-03,East,OH Region,169,2020-2021,NA,NA
2021-04-03,North East,OH Region,17,2020-2021,NA,NA
2021-04-03,North West,OH Region,27,2020-2021,NA,NA
2021-04-03,Ontario,Province,1176,2020-2021,NA,NA
2021-04-03,Toronto,OH Region,440,2020-2021,NA,NA
2021-04-03,West,OH Region,183,2020-2021,NA,NA
2021-03-27,Central,OH Region,253,2020-2021,NA,NA
2021-03-27,East,OH Region,116,2020-2021,NA,NA
2021-03-27,North East,OH Region,25,2020-2021,NA,NA
2021-03-27,North West,OH Region,38,2020-2021,NA,NA
2021-03-27,Ontario,Province,939,2020-2021,NA,NA
2021-03-27,Toronto,OH Region,310,2020-2021,NA,NA
2021-03-27,West,OH Region,190,2020-2021,NA,NA
2021-03-20,Central,OH Region,211,2020-2021,NA,NA
2021-03-20,East,OH Region,83,2020-2021,NA,NA
2021-03-20,North East,OH Region,20,2020-2021,NA,NA
2021-03-20,North West,OH Region,45,2020-2021,NA,NA
2021-03-20,Ontario,Province,778,2020-2021,NA,NA
2021-03-20,Toronto,OH Region,222,2020-2021,NA,NA
2021-03-20,West,OH Region,185,2020-2021,NA,NA
2021-03-13,Central,OH Region,195,2020-2021,NA,NA
2021-03-13,East,OH Region,77,2020-2021,NA,NA
2021-03-13,North East,OH Region,5,2020-2021,NA,NA
2021-03-13,North West,OH Region,47,2020-2021,NA,NA
2021-03-13,Ontario,Province,694,2020-2021,NA,NA
2021-03-13,Toronto,OH Region,213,2020-2021,NA,NA
2021-03-13,West,OH Region,146,2020-2021,NA,NA
2021-03-06,Central,OH Region,186,2020-2021,NA,NA
2021-03-06,East,OH Region,72,2020-2021,NA,NA
2021-03-06,North East,OH Region,1,2020-2021,NA,NA
2021-03-06,North West,OH Region,34,2020-2021,NA,NA
2021-03-06,Ontario,Province,650,2020-2021,NA,NA
2021-03-06,Toronto,OH Region,204,2020-2021,NA,NA
2021-03-06,West,OH Region,147,2020-2021,NA,NA
2021-02-27,Central,OH Region,198,2020-2021,NA,NA
2021-02-27,East,OH Region,68,2020-2021,NA,NA
2021-02-27,North East,OH Region,7,2020-2021,NA,NA
2021-02-27,North West,OH Region,23,2020-2021,NA,NA
2021-02-27,Ontario,Province,691,2020-2021,NA,NA
2021-02-27,Toronto,OH Region,240,2020-2021,NA,NA
2021-02-27,West,OH Region,151,2020-2021,NA,NA
2021-02-20,Central,OH Region,211,2020-2021,NA,NA
2021-02-20,East,OH Region,75,2020-2021,NA,NA
2021-02-20,North East,OH Region,9,2020-2021,NA,NA
2021-02-20,North West,OH Region,12,2020-2021,NA,NA
2021-02-20,Ontario,Province,727,2020-2021,NA,NA
2021-02-20,Toronto,OH Region,260,2020-2021,NA,NA
2021-02-20,West,OH Region,153,2020-2021,NA,NA
2021-02-13,Central,OH Region,238,2020-2021,NA,NA
2021-02-13,East,OH Region,82,2020-2021,NA,NA
2021-02-13,North East,OH Region,12,2020-2021,NA,NA
2021-02-13,North West,OH Region,5,2020-2021,NA,NA
2021-02-13,Ontario,Province,852,2020-2021,NA,NA
2021-02-13,Toronto,OH Region,327,2020-2021,NA,NA
2021-02-13,West,OH Region,175,2020-2021,NA,NA
2021-02-06,Central,OH Region,284,2020-2021,NA,NA
2021-02-06,East,OH Region,92,2020-2021,NA,NA
2021-02-06,North East,OH Region,8,2020-2021,NA,NA
2021-02-06,North West,OH Region,2,2020-2021,NA,NA
2021-02-06,Ontario,Province,1050,2020-2021,NA,NA
2021-02-06,Toronto,OH Region,391,2020-2021,NA,NA
2021-02-06,West,OH Region,258,2020-2021,NA,NA
2021-01-30,Central,OH Region,317,2020-2021,NA,NA
2021-01-30,East,OH Region,111,2020-2021,NA,NA
2021-01-30,North East,OH Region,11,2020-2021,NA,NA
2021-01-30,North West,OH Region,1,2020-2021,NA,NA
2021-01-30,Ontario,Province,1306,2020-2021,NA,NA
2021-01-30,Toronto,OH Region,498,2020-2021,NA,NA
2021-01-30,West,OH Region,359,2020-2021,NA,NA
2021-01-23,Central,OH Region,354,2020-2021,NA,NA
2021-01-23,East,OH Region,120,2020-2021,NA,NA
2021-01-23,North East,OH Region,13,2020-2021,NA,NA
2021-01-23,North West,OH Region,3,2020-2021,NA,NA
2021-01-23,Ontario,Province,1527,2020-2021,NA,NA
2021-01-23,Toronto,OH Region,614,2020-2021,NA,NA
2021-01-23,West,OH Region,414,2020-2021,NA,NA
2021-01-16,Central,OH Region,394,2020-2021,NA,NA
2021-01-16,East,OH Region,120,2020-2021,NA,NA
2021-01-16,North East,OH Region,13,2020-2021,NA,NA
2021-01-16,North West,OH Region,4,2020-2021,NA,NA
2021-01-16,Ontario,Province,1660,2020-2021,NA,NA
2021-01-16,Toronto,OH Region,678,2020-2021,NA,NA
2021-01-16,West,OH Region,441,2020-2021,NA,NA
2021-01-09,Central,OH Region,414,2020-2021,NA,NA
2021-01-09,East,OH Region,97,2020-2021,NA,NA
2021-01-09,North East,OH Region,5,2020-2021,NA,NA
2021-01-09,North West,OH Region,5,2020-2021,NA,NA
2021-01-09,Ontario,Province,1508,2020-2021,NA,NA
2021-01-09,Toronto,OH Region,577,2020-2021,NA,NA
2021-01-09,West,OH Region,406,2020-2021,NA,NA
2021-01-02,Central,OH Region,378,2021-2022,NA,NA
2021-01-02,East,OH Region,68,2021-2022,NA,NA
2021-01-02,North East,OH Region,4,2021-2022,NA,NA
2021-01-02,North West,OH Region,2,2021-2022,NA,NA
2021-01-02,Ontario,Province,1278,2021-2022,NA,NA
2021-01-02,Toronto,OH Region,461,2021-2022,NA,NA
2021-01-02,West,OH Region,365,2021-2022,NA,NA
2020-12-26,Central,OH Region,308,2020-2021,NA,NA
2020-12-26,East,OH Region,53,2020-2021,NA,NA
2020-12-26,North East,OH Region,3,2020-2021,NA,NA
2020-12-26,North West,OH Region,0,2020-2021,NA,NA
2020-12-26,Ontario,Province,1017,2020-2021,NA,NA
2020-12-26,Toronto,OH Region,385,2020-2021,NA,NA
2020-12-26,West,OH Region,262,2020-2021,NA,NA
2020-12-19,Central,OH Region,275,2020-2021,NA,NA
2020-12-19,East,OH Region,54,2020-2021,NA,NA
2020-12-19,North East,OH Region,0,2020-2021,NA,NA
2020-12-19,North West,OH Region,0,2020-2021,NA,NA
2020-12-19,Ontario,Province,916,2020-2021,NA,NA
2020-12-19,Toronto,OH Region,346,2020-2021,NA,NA
2020-12-19,West,OH Region,240,2020-2021,NA,NA
2020-12-12,Central,OH Region,240,2020-2021,NA,NA
2020-12-12,East,OH Region,62,2020-2021,NA,NA
2020-12-12,North East,OH Region,2,2020-2021,NA,NA
2020-12-12,North West,OH Region,3,2020-2021,NA,NA
2020-12-12,Ontario,Province,836,2020-2021,NA,NA
2020-12-12,Toronto,OH Region,322,2020-2021,NA,NA
2020-12-12,West,OH Region,207,2020-2021,NA,NA
2020-12-05,Central,OH Region,204,2020-2021,NA,NA
2020-12-05,East,OH Region,46,2020-2021,NA,NA
2020-12-05,North East,OH Region,0,2020-2021,NA,NA
2020-12-05,North West,OH Region,4,2020-2021,NA,NA
2020-12-05,Ontario,Province,695,2020-2021,NA,NA
2020-12-05,Toronto,OH Region,282,2020-2021,NA,NA
2020-12-05,West,OH Region,158,2020-2021,NA,NA
2020-11-28,Central,OH Region,179,2020-2021,NA,NA
2020-11-28,East,OH Region,30,2020-2021,NA,NA
2020-11-28,North East,OH Region,0,2020-2021,NA,NA
2020-11-28,North West,OH Region,2,2020-2021,NA,NA
2020-11-28,Ontario,Province,575,2020-2021,NA,NA
2020-11-28,Toronto,OH Region,252,2020-2021,NA,NA
2020-11-28,West,OH Region,108,2020-2021,NA,NA
2020-11-21,Central,OH Region,163,2020-2021,NA,NA
2020-11-21,East,OH Region,38,2020-2021,NA,NA
2020-11-21,North East,OH Region,1,2020-2021,NA,NA
2020-11-21,North West,OH Region,1,2020-2021,NA,NA
2020-11-21,Ontario,Province,519,2020-2021,NA,NA
2020-11-21,Toronto,OH Region,238,2020-2021,NA,NA
2020-11-21,West,OH Region,77,2020-2021,NA,NA
2020-11-14,Central,OH Region,129,2020-2021,NA,NA
2020-11-14,East,OH Region,49,2020-2021,NA,NA
2020-11-14,North East,OH Region,1,2020-2021,NA,NA
2020-11-14,North West,OH Region,0,2020-2021,NA,NA
2020-11-14,Ontario,Province,461,2020-2021,NA,NA
2020-11-14,Toronto,OH Region,234,2020-2021,NA,NA
2020-11-14,West,OH Region,48,2020-2021,NA,NA
2020-11-07,Central,OH Region,91,2020-2021,NA,NA
2020-11-07,East,OH Region,49,2020-2021,NA,NA
2020-11-07,North East,OH Region,2,2020-2021,NA,NA
2020-11-07,North West,OH Region,0,2020-2021,NA,NA
2020-11-07,Ontario,Province,378,2020-2021,NA,NA
2020-11-07,Toronto,OH Region,208,2020-2021,NA,NA
2020-11-07,West,OH Region,28,2020-2021,NA,NA
2020-10-31,Central,OH Region,77,2020-2021,NA,NA
2020-10-31,East,OH Region,44,2020-2021,NA,NA
2020-10-31,North East,OH Region,0,2020-2021,NA,NA
2020-10-31,North West,OH Region,0,2020-2021,NA,NA
2020-10-31,Ontario,Province,323,2020-2021,NA,NA
2020-10-31,Toronto,OH Region,179,2020-2021,NA,NA
2020-10-31,West,OH Region,24,2020-2021,NA,NA
2020-10-24,Central,OH Region,71,2020-2021,NA,NA
2020-10-24,East,OH Region,44,2020-2021,NA,NA
2020-10-24,North East,OH Region,0,2020-2021,NA,NA
2020-10-24,North West,OH Region,0,2020-2021,NA,NA
2020-10-24,Ontario,Province,282,2020-2021,NA,NA
2020-10-24,Toronto,OH Region,142,2020-2021,NA,NA
2020-10-24,West,OH Region,23,2020-2021,NA,NA
2020-10-17,Central,OH Region,57,2020-2021,NA,NA
2020-10-17,East,OH Region,52,2020-2021,NA,NA
2020-10-17,North East,OH Region,0,2020-2021,NA,NA
2020-10-17,North West,OH Region,0,2020-2021,NA,NA
2020-10-17,Ontario,Province,252,2020-2021,NA,NA
2020-10-17,Toronto,OH Region,122,2020-2021,NA,NA
2020-10-17,West,OH Region,22,2020-2021,NA,NA
2020-10-10,Central,OH Region,38,2020-2021,NA,NA
2020-10-10,East,OH Region,47,2020-2021,NA,NA
2020-10-10,North East,OH Region,1,2020-2021,NA,NA
2020-10-10,North West,OH Region,0,2020-2021,NA,NA
2020-10-10,Ontario,Province,208,2020-2021,NA,NA
2020-10-10,Toronto,OH Region,106,2020-2021,NA,NA
2020-10-10,West,OH Region,15,2020-2021,NA,NA
2020-10-03,Central,OH Region,27,2020-2021,NA,NA
2020-10-03,East,OH Region,45,2020-2021,NA,NA
2020-10-03,North East,OH Region,0,2020-2021,NA,NA
2020-10-03,North West,OH Region,0,2020-2021,NA,NA
2020-10-03,Ontario,Province,159,2020-2021,NA,NA
2020-10-03,Toronto,OH Region,75,2020-2021,NA,NA
2020-10-03,West,OH Region,11,2020-2021,NA,NA
2020-09-26,Central,OH Region,29,2020-2021,NA,NA
2020-09-26,East,OH Region,19,2020-2021,NA,NA
2020-09-26,North East,OH Region,0,2020-2021,NA,NA
2020-09-26,North West,OH Region,0,2020-2021,NA,NA
2020-09-26,Ontario,Province,98,2020-2021,NA,NA
2020-09-26,Toronto,OH Region,41,2020-2021,NA,NA
2020-09-26,West,OH Region,10,2020-2021,NA,NA
2020-09-19,Central,OH Region,22,2020-2021,NA,NA
2020-09-19,East,OH Region,9,2020-2021,NA,NA
2020-09-19,North East,OH Region,0,2020-2021,NA,NA
2020-09-19,North West,OH Region,0,2020-2021,NA,NA
2020-09-19,Ontario,Province,57,2020-2021,NA,NA
2020-09-19,Toronto,OH Region,20,2020-2021,NA,NA
2020-09-19,West,OH Region,5,2020-2021,NA,NA
2020-09-12,Central,OH Region,16,2020-2021,NA,NA
2020-09-12,East,OH Region,10,2020-2021,NA,NA
2020-09-12,North East,OH Region,0,2020-2021,NA,NA
2020-09-12,North West,OH Region,0,2020-2021,NA,NA
2020-09-12,Ontario,Province,49,2020-2021,NA,NA
2020-09-12,Toronto,OH Region,16,2020-2021,NA,NA
2020-09-12,West,OH Region,7,2020-2021,NA,NA
2020-09-05,Central,OH Region,20,2020-2021,NA,NA
2020-09-05,East,OH Region,8,2020-2021,NA,NA
2020-09-05,North East,OH Region,0,2020-2021,NA,NA
2020-09-05,North West,OH Region,0,2020-2021,NA,NA
2020-09-05,Ontario,Province,59,2020-2021,NA,NA
2020-09-05,Toronto,OH Region,12,2020-2021,NA,NA
2020-09-05,West,OH Region,18,2020-2021,NA,NA
2020-08-29,Central,OH Region,20,2020-2021,NA,NA
2020-08-29,East,OH Region,10,2020-2021,NA,NA
2020-08-29,North East,OH Region,0,2020-2021,NA,NA
2020-08-29,North West,OH Region,0,2020-2021,NA,NA
2020-08-29,Ontario,Province,50,2020-2021,NA,NA
2020-08-29,Toronto,OH Region,9,2020-2021,NA,NA
2020-08-29,West,OH Region,11,2020-2021,NA,NA
2020-08-22,Central,OH Region,13,2019-2020,NA,NA
2020-08-22,East,OH Region,8,2019-2020,NA,NA
2020-08-22,North East,OH Region,1,2019-2020,NA,NA
2020-08-22,North West,OH Region,0,2019-2020,NA,NA
2020-08-22,Ontario,Province,39,2019-2020,NA,NA
2020-08-22,Toronto,OH Region,6,2019-2020,NA,NA
2020-08-22,West,OH Region,12,2019-2020,NA,NA
2020-08-15,Central,OH Region,14,2019-2020,NA,NA
2020-08-15,East,OH Region,8,2019-2020,NA,NA
2020-08-15,North East,OH Region,1,2019-2020,NA,NA
2020-08-15,North West,OH Region,0,2019-2020,NA,NA
2020-08-15,Ontario,Province,43,2019-2020,NA,NA
2020-08-15,Toronto,OH Region,6,2019-2020,NA,NA
2020-08-15,West,OH Region,10,2019-2020,NA,NA
2020-08-08,Central,OH Region,17,2019-2020,NA,NA
2020-08-08,East,OH Region,11,2019-2020,NA,NA
2020-08-08,North East,OH Region,1,2019-2020,NA,NA
2020-08-08,North West,OH Region,0,2019-2020,NA,NA
2020-08-08,Ontario,Province,63,2019-2020,NA,NA
2020-08-08,Toronto,OH Region,17,2019-2020,NA,NA
2020-08-08,West,OH Region,16,2019-2020,NA,NA
2020-08-01,Central,OH Region,18,2019-2020,NA,NA
2020-08-01,East,OH Region,12,2019-2020,NA,NA
2020-08-01,North East,OH Region,2,2019-2020,NA,NA
2020-08-01,North West,OH Region,0,2019-2020,NA,NA
2020-08-01,Ontario,Province,83,2019-2020,NA,NA
2020-08-01,Toronto,OH Region,31,2019-2020,NA,NA
2020-08-01,West,OH Region,21,2019-2020,NA,NA
2020-07-25,Central,OH Region,25,2019-2020,NA,NA
2020-07-25,East,OH Region,10,2019-2020,NA,NA
2020-07-25,North East,OH Region,0,2019-2020,NA,NA
2020-07-25,North West,OH Region,1,2019-2020,NA,NA
2020-07-25,Ontario,Province,117,2019-2020,NA,NA
2020-07-25,Toronto,OH Region,61,2019-2020,NA,NA
2020-07-25,West,OH Region,21,2019-2020,NA,NA
2020-07-18,Central,OH Region,27,2019-2020,NA,NA
2020-07-18,East,OH Region,7,2019-2020,NA,NA
2020-07-18,North East,OH Region,0,2019-2020,NA,NA
2020-07-18,North West,OH Region,1,2019-2020,NA,NA
2020-07-18,Ontario,Province,113,2019-2020,NA,NA
2020-07-18,Toronto,OH Region,62,2019-2020,NA,NA
2020-07-18,West,OH Region,15,2019-2020,NA,NA
2020-07-11,Central,OH Region,31,2019-2020,NA,NA
2020-07-11,East,OH Region,5,2019-2020,NA,NA
2020-07-11,North East,OH Region,0,2019-2020,NA,NA
2020-07-11,North West,OH Region,2,2019-2020,NA,NA
2020-07-11,Ontario,Province,125,2019-2020,NA,NA
2020-07-11,Toronto,OH Region,68,2019-2020,NA,NA
2020-07-11,West,OH Region,18,2019-2020,NA,NA
2020-07-04,Central,OH Region,44,2019-2020,NA,NA
2020-07-04,East,OH Region,8,2019-2020,NA,NA
2020-07-04,North East,OH Region,0,2019-2020,NA,NA
2020-07-04,North West,OH Region,2,2019-2020,NA,NA
2020-07-04,Ontario,Province,165,2019-2020,NA,NA
2020-07-04,Toronto,OH Region,82,2019-2020,NA,NA
2020-07-04,West,OH Region,29,2019-2020,NA,NA
2020-06-27,Central,OH Region,68,2019-2020,NA,NA
2020-06-27,East,OH Region,11,2019-2020,NA,NA
2020-06-27,North East,OH Region,1,2019-2020,NA,NA
2020-06-27,North West,OH Region,4,2019-2020,NA,NA
2020-06-27,Ontario,Province,258,2019-2020,NA,NA
2020-06-27,Toronto,OH Region,135,2019-2020,NA,NA
2020-06-27,West,OH Region,38,2019-2020,NA,NA
2020-06-20,Central,OH Region,84,2019-2020,NA,NA
2020-06-20,East,OH Region,31,2019-2020,NA,NA
2020-06-20,North East,OH Region,1,2019-2020,NA,NA
2020-06-20,North West,OH Region,3,2019-2020,NA,NA
2020-06-20,Ontario,Province,340,2019-2020,NA,NA
2020-06-20,Toronto,OH Region,175,2019-2020,NA,NA
2020-06-20,West,OH Region,45,2019-2020,NA,NA
2020-06-13,Central,OH Region,125,2019-2020,NA,NA
2020-06-13,East,OH Region,53,2019-2020,NA,NA
2020-06-13,North East,OH Region,1,2019-2020,NA,NA
2020-06-13,North West,OH Region,2,2019-2020,NA,NA
2020-06-13,Ontario,Province,512,2019-2020,NA,NA
2020-06-13,Toronto,OH Region,251,2019-2020,NA,NA
2020-06-13,West,OH Region,77,2019-2020,NA,NA
2020-06-06,Central,OH Region,178,2019-2020,NA,NA
2020-06-06,East,OH Region,75,2019-2020,NA,NA
2020-06-06,North East,OH Region,2,2019-2020,NA,NA
2020-06-06,North West,OH Region,2,2019-2020,NA,NA
2020-06-06,Ontario,Province,720,2019-2020,NA,NA
2020-06-06,Toronto,OH Region,344,2019-2020,NA,NA
2020-06-06,West,OH Region,120,2019-2020,NA,NA
2020-05-30,Central,OH Region,190,2019-2020,NA,NA
2020-05-30,East,OH Region,81,2019-2020,NA,NA
2020-05-30,North East,OH Region,3,2019-2020,NA,NA
2020-05-30,North West,OH Region,2,2019-2020,NA,NA
